siteID,amt,mtcq,ap,pwq,ts,ps,ele,ele_SD,incli,cd,fe,nlut,agri,ah,N,mt,ndep,T,H,L,PSR,BSR
56,-2.2,-2.95,3.915,2.64,-1.3640000000000008,-0.4,5.6125,2.5813010710355515,6.012244897959183,-0.5,-5,-2.3333333333333335,-3.061224489795918,2,-7.525773195876289,-1.9402985074626855,-0.11959999999999997,-16.263736263736263,-1.015625,5.95959595959596,-0.8225531212421746,0.38516480713450374
57,1.95,0.3,0.1425,-0.78,1.0210000000000008,1.4,-2.47,-1.103952880234885,-0.2878504672897197,0,0.19604652804066336,-0.3333333333333333,-0.7009345794392523,1.9065420560747668,3.537906137184117,1.645962732919255,2.1427,-0.3321033210332125,1.194852941176472,-3.60215053763441,1.8819430161341337,-0.41742430504416017
58,1.425,0.075,1.56,0.66,0.3089999999999993,2,0.105,-0.21173680018632665,3.168141592920354,0.5,3.660453032871963,-0.6666666666666666,-2.3451327433628313,1.4690265486725664,1.0902255639097724,0.22222222222222143,1.214,-0.32128514056224855,-2.4710424710424705,-0.46816479400749067,1.5529453572468483,2.416198487095663
59,-0.125,-1.35,2.0475,1.71,-0.2240000000000002,1,1.75,0.3618952379485944,3.3327433628318586,0,2.504585362628938,-0.6666666666666666,1.6371681415929202,2,-0.3584229390681015,0.2450980392156854,0.9780000000000001,-5.8587786259542,0.31135531135531025,-2.9715302491103213,2.3205080756887746,2.0710678118654755
60,-2.65,-3.35,3.3166666666666664,1.86,-1.3426666666666662,-0.46666666666666645,6.635,2.31792182716955,5.775862068965518,-0.5,-5,-2.3333333333333335,-5,1.3103448275862064,-7.297297297297298,-3.441558441558441,0.1710000000000001,-16.69724770642202,2.321428571428572,3.1739130434782625,-4.091287885364286,-1.8377223398316205
61,0.775,-0.725,1.3175,0.91,0.4510000000000005,1.4,0.165,-0.47056458873510254,1.2909090909090906,1,3.9809856098517282,-0.6666666666666666,0.818181818181818,1.8181818181818188,1.2631578947368416,1.331658291457285,1.6564,-2.7472527472527464,2.8035714285714297,-3.3566433566433584,2.2626765016320682,0.29150262212918143
62,1.9,0.1,0.32,-0.32,1.1980000000000004,1.8,-2.4375,-1.4626856533920696,-0.7619999999999999,-0.5,-1.0999336494480458,0.6666666666666666,1.9,1.1,4.230769230769229,2.151515151515153,1.7085000000000001,0.09881422924901351,1.4763779527559073,-1.9465648854961826,1.3401346383681911,-1.3944487245360109
63,1.85,0.15,1.07,0.56,0.7520000000000007,1.8,-1.45,-1.0442476833182717,-0.001904761904761898,1,3.5959784446025207,1,0.5238095238095241,1.619047619047619,2.0220588235294112,1.051282051282052,0.7021000000000001,-1.3793103448275845,0.33707865168539186,-1.1818181818181817,1.9115345252877631,0.8309518948453007
64,-0.475,-1.65,1.745,1.46,-0.35100000000000087,1.4,2.09,0.5196291413422313,4.188118811881188,0,8.372957566230795,-0.3333333333333333,-1.9306930693069309,1.9009900990099013,0.6109324758842449,0.3424657534246567,0.5611,-4.744027303754268,1.3278688524590176,-3.4664536741214036,2.9722007556114285,2.3484692283495345
65,0.725,-0.875,1.09,0.75,0.5380000000000003,1.7,0.175,-0.7843989264886488,0.6621359223300971,-0.5,0.6711115488281357,-1,1.6990291262135926,1.9029126213592236,1.2177121771217703,1.2176165803108807,1.5678999999999998,-3.384615384615386,2.808988764044944,-4.560439560439562,1.852299546352718,0.7445626465380286
66,1.7,0,0.78,0.12,0.8640000000000008,2,-1.125,-0.09820197857771604,2.854867256637168,1.5,7.236598700073351,1,-2.9646017699115044,1.4690265486725664,0.1980198019801982,-0.45454545454545414,0.7692,-0.45454545454545414,-2.575757575757578,-1.5573770491803263,2.86057109949175,2.6157731058639087
67,0.75,-0.9,0.98,0.59,0.7230000000000008,1.6,-0.1975,-1.1945618590958569,-0.11111111111111108,0.5,3.9268973517441625,-0.6666666666666666,0.7407407407407405,1.1666666666666656,3.529411764705883,2.045454545454546,1.6703,-0.9615384615384626,1.320754716981134,-2.6190476190476186,1.852299546352718,-0.5278640450004204
68,2.15,0.3,0.61,-0.22,1.1240000000000006,1.4,-2.31,-1.8240963756175206,-1.5327272727272727,0.5,0.737789995736548,0.6666666666666666,-1.2727272727272727,-1.4545454545454546,2.991803278688523,0.6521739130434767,0.8488,0.826086956521741,-1.673728813559321,0,0.8745078663875443,0.19615242270663202
69,-3.2,-3.75,2.7725,1.53,-1.721,-0.2,7.9375,0.4161115091811973,2.9264150943396223,1,-5,-2,-2.169811320754717,2,-8.757763975155282,-2.850467289719627,-0.5579,-19.935897435897434,0.21739130434782705,7.848484848484851,-2,-0.641101056459326
70,-2.7,-3.35,2.35,1.36,-1.5399999999999991,0.4,6.61,-0.6958792761009971,2.75531914893617,1.5,-4.525089164911156,-2,3.72340425531915,2,-8.166666666666668,-2.516778523489931,-0.45330000000000004,-16.44578313253012,-1.573033707865168,5.271739130434785,-1.1435935394489825,0.38516480713450374
71,-3.1,-3.675,3.015,1.93,-1.737,0.05,7.335,0.9560783084696584,4.116363636363636,-0.5,-5,-2.3333333333333335,-3.5454545454545454,2,-9.59016393442623,-2.0270270270270263,-0.41900000000000004,-20.25423728813559,-0.12295081967212962,8.600000000000003,-3.642183308399453,-1.8377223398316205
72,-2.95,-3.575,1.9375,0.85,-1.5920000000000005,0.5,7.5775,0.19103675228741196,3.4851063829787234,1.5,-5,-2.3333333333333335,1.063829787234043,2,-9.285714285714283,-3.214285714285716,-0.5716,-17.8698224852071,-2.2777777777777786,6.069518716577544,-1.2159512479097785,0.6568542494923806
73,-2.1,-2.95,0.9575,0.23,-1.0559999999999992,1.6,5.8225,0.2324178473747611,3.8810344827586207,0.5,2.0008946084442334,-1.6666666666666667,0.6034482758620683,2,-4.807692307692308,-1.5697674418604635,-0.3787,-13.015463917525771,1.3480392156862742,2.1563981042654046,-0.30306154330093094,1
74,-3.25,-3.8,1.36,0.14,-1.6059999999999999,0.6,7.645,-0.8234915313462416,0.5036363636363635,2,-5,-2.3333333333333335,-0.538461538461538,2,-9.3,-1.8918918918918903,-0.5216000000000001,-18.63157894736842,-0.3500000000000014,6.25,-4.704369859012999,-0.10102051443364424
75,1.025,-0.45,1.2575,0.67,0.36400000000000077,1,-0.5425,-1.0245059122761497,0.9452830188679247,1.5,7.546649943275575,-1,-1.9811320754716981,1.7169811320754718,1.368078175895766,0.44600938967136017,1.7471,-1.4604810996563566,0.4999999999999982,-3.214285714285716,2.8325545001270065,0.38516480713450374
76,0.8,-0.75,1.68,-1.72,0.4139999999999997,-1.6,0.285,-1.0277356076092214,0.003361344537815114,0,-0.2884598798751249,-0.3333333333333333,0.29411764705882393,1.831932773109243,0.8368200836820083,2.0270270270270263,0.7481000000000002,-3.1221719457013553,-0.905172413793105,-1.3070539419087135,1,2.3484692283495345
77,2.125,0.425,-0.065,-2.72,0.8490000000000002,-1.8,-2.435,-1.7887561892410866,-1.3711711711711712,0.5,-3.721544396153215,0.6666666666666666,3.558558558558559,1.0990990990990994,4.631578947368422,3.015267175572518,0.5265000000000001,2.0441988950276224,-2.324324324324323,1.2694300518134716,-0.7171431429142991,-0.10102051443364424
78,0.25,-1.2,2.1175,-0.97,0.12400000000000055,-1.6,0.7275,-1.7012828549060008,-0.99,1.5,-0.7768519839954915,-0.3333333333333333,-0.75,1.8333333333333328,0.5963302752293576,2.651006711409396,1.1672999999999998,-2.814070351758793,-1.056338028169015,-2.7272727272727293,0.16575088810310135,1.2449979983983983
79,1.225,-0.375,0.48,-2.07,0.6189999999999998,-1.8,-1.09,-1.566485267024923,-0.901010101010101,0,-1.024880565158721,0,2.0707070707070714,1.0909090909090906,3.1999999999999984,3.1132075471698117,1.1179999999999999,0.7142857142857162,-1.353211009174311,-0.5309734513274345,0.6524758424985286,0.29150262212918143
80,-0.6,-1.95,2.535,-0.84,0.07399999999999984,-1.8,3.505,-0.10711946653634641,3.421153846153846,0.5,-3.7639431134839008,-0.6666666666666666,1.153846153846154,1.9038461538461546,-2.8727272727272712,-0.7142857142857162,0.1827,-10.28957528957529,1.7222222222222205,0.9712230215827322,1.8819430161341337,2.280109889280518
81,2.45,0.6,-1.015,-3.42,1.1259999999999994,-1,-3.11,-1.9678973753036189,-1.8628099173553718,-0.5,-0.6828750492081453,0.6666666666666666,-1.115702479338843,1.4214876033057848,4.043478260869566,1.143790849673203,0.8704000000000001,0.5605381165919265,0.33333333333333215,-2.3275862068965525,0.620499351813308,0.19615242270663202
82,-0.2,-1.55,2.525,-0.32,-0.0600000000000005,-1.8,1.555,-1.2481165980434592,1.2462809917355373,0.5,2.19909617033095,-1.6666666666666667,0.37190082644628075,2,0.5263157894736858,0.8762886597938158,0.7268000000000001,-4.090909090909092,0.24793388429752206,-2.3895582329317255,1.06237840420901,0.38516480713450374
83,0.05,-1.4,1.765,-1.04,0.19200000000000017,-2,1.5525,-0.6138687132496946,0.9491228070175438,0.5,-2.1472678792587057,-2,-0.08771929824561439,2,0.1195219123505975,0.7435897435897454,0.7149999999999999,-3.7872340425531936,1.9262295081967196,-2.4603174603174605,1.4924225024706423,1.7823299831252681
84,1.15,-0.6,0.055,-2.58,0.9079999999999995,-2.2,-0.6425,2.0296028399358472,5.006666666666666,-0.5,5.367975021252163,0,-4.25,1.8333333333333328,1.5436241610738266,-0.19774011299435124,0.6257000000000001,-1.0600706713780905,-1.1340206185567014,-3.193979933110369,2.549928774784245,1.5574385243020004
85,1.55,-0.05,-0.19,-2.14,0.6500000000000004,-0.8,-1.925,-1.9289002297811917,-1.7025210084033613,0.5,-4.428111304243781,-0.3333333333333333,3.65546218487395,0.907563025210085,6.1589403973509915,4.901960784313726,1.2234000000000003,0.44520547945205546,0.44520547945205546,-0.6493506493506507,-2.3114224595504798,-0.8768943743823394
86,0,-1.45,1.52,-1.22,0.2240000000000002,-2.4,2.965,2.372190033184115,5.084999999999999,-0.5,4.4750431762407805,-1,-2.5,2,-1.58682634730539,-0.21739130434782705,0.18629999999999997,-7.18152866242038,-0.625,-0.3571428571428559,3.601075237738275,2.937253933193772
87,1.775,0.175,-0.24,-2.08,0.5950000000000006,-0.4,-2.52,-1.6043935620955767,-0.9909090909090909,0.5,-4.505914746294146,1,2.818181818181819,0.9090909090909094,4.916666666666667,2.449664429530203,0.7896000000000001,1.6666666666666652,-0.512820512820511,-0.1440329218107017,0.7480157480236223,-0.2041684766872809
88,0.3,-1.15,1.155,-1.3,0.2940000000000005,-2,1.29,-0.9835698657449288,1.4118811881188116,0.5,-0.24351283315116234,-0.6666666666666666,1.6336633663366342,1.8019801980198025,1.336032388663968,1.71875,0.44580000000000003,-3.3836206896551735,1.1874999999999991,-1.9758064516129048,1.2172747402268556,2.6157731058639087
89,1.125,-0.375,0.61,-1.35,0.2840000000000007,-1.2,-1.045,-1.6104859104395393,-0.7262135922330097,0.5,-3.0647215771929286,1,0.6310679611650485,-1.689320388349514,2.6728110599078336,3.695652173913042,1.0752,-0.7635467980295552,-0.1674641148325362,-2.0642201834862384,0.32970971675589134,0.09901951359278449
90,-3.2,-4,4.82,0.98,-1.096,-2.2,8.43,0.3404162838642517,4.781818181818181,0.5,-5,-2.3333333333333335,-5,2,-7.280701754385963,-2.124999999999999,-0.5326,-18.807339449541285,1.0087719298245634,6.864406779661021,-4,-0.2041684766872809
91,0.375,-1.05,1.1675,-1.02,0.18599999999999994,-1.7,0.505,-0.8315104619837135,0.890909090909091,-0.5,-4.956433076469621,-2,-5,2,1.4782608695652177,1.5384615384615374,1.5117999999999998,-3.379629629629628,2.633928571428572,-4.3939393939393945,0.6843871413581226,1.7082039324993694
92,2.3,0.45,-1.56,-4,1.2040000000000006,-0.2,-2.36,-0.35873291894357834,1.1927272727272726,-1,0.9770152949895119,1.3333333333333333,-2.090909090909091,-2.090909090909091,2.581818181818183,-0.1479289940828421,0.4715999999999999,1.4423076923076916,-2.969924812030076,-0.253623188405796,1.852299546352718,1
93,1.65,0.05,-0.21,-1.92,0.5739999999999998,-0.2,-1.985,-1.778603329776672,-1.0016949152542374,1,-4.3246686466621815,0.3333333333333333,2.966101694915254,0.3898305084745758,4.312796208530805,2.4615384615384617,1.4177,0.8374384236453203,-0.5392156862745079,-2.0892018779342703,0.03329637837290811,-0.41742430504416017
94,-0.45,-1.725,2.0875,-0.24,-0.0600000000000005,-2.2,2.235,0.479106461480028,2.9592592592592597,-0.5,7.114732154312092,-0.6666666666666666,-0.46296296296296263,1.9074074074074077,0.3082191780821919,0.40772532188841026,0.3404999999999999,-4.5970695970695985,1.7832167832167833,-1.6894197952218448,2.406895185529212,2.54983443527075
95,1.775,0.225,-0.205,-1.81,0.5280000000000005,0,-2.2675,-1.8173753302781486,-1.349056603773585,2,-3.2098131363217464,-1.3333333333333333,-3.4905660377358485,1.7169811320754718,4.6,1.9047619047619069,1.5956,-0.6510416666666652,2.1173469387755084,-4.601990049751246,-0.40548048067357634,-1.6833752096446002
96,0.8625,-0.625,0.4975,-1.39,0.34750000000000014,-1.05,-0.1975,0.8306631526013735,3.767307692307692,-1.5,5.242547697205049,-0.6666666666666666,0.3846153846153847,1.9038461538461546,1.3545816733067717,1.5591397849462352,1.3283,-3.834745762711864,1.1382113821138207,-3.300395256916997,1.3095064303000896,1.324555320336759
97,1.2,-0.2,0.515,-1.12,0.23799999999999955,-0.6,-0.98,-0.15333359508193126,2.6269230769230765,1,1.6601410591958847,-1.6666666666666667,-2.115384615384616,2,0.9486166007905128,1.4814814814814836,1.3609000000000002,-0.6382978723404253,-0.5306122448979611,-3.031496062992125,1.1864140562386467,1.4031242374328485
98,-3.65,-4.3,5.245,1.68,-1.4299999999999997,-2.4,8.5325,-0.1550595545980451,3.915094339622642,0,-5,-2,1.5094339622641513,1.905660377358491,-8.835616438356166,-2.009345794392523,-0.6374000000000001,-19.496402877697843,-1.5753424657534243,7.913907284768209,-2.5100040032032034,0.38516480713450374
99,1.525,-0.025,0,-1.53,0.4939999999999998,-0.1,-1.68,-1.6236427860725298,-0.9188118811881187,1.5,-1.090824296452829,-1.3333333333333333,1.6336633663366342,1.8019801980198025,3.016528925619837,2.333333333333334,2.1816,-0.9615384615384626,0.9322033898305104,-3.765432098765431,1.2480768092719217,-0.8768943743823394
100,2.6,1.1,-1.2125,-2.81,0.5419999999999998,1.2,-3.76,-1.9457621537087304,-1.77979797979798,1,-5,-1,-5,-5.088607594936709,3.4098360655737725,0.5696202531645556,0.5099,3.528428093645486,-3.3056478405315604,0.06535947712418277,2.7763888346311774,-1.8377223398316205
101,-2.85,-3.675,4.69,1.83,-1.0969999999999995,-2.4,7.205,0.10813061166047873,3.062608695652174,0,-5,-2.3333333333333335,2.652173913043478,2,-7.866666666666666,-1.846153846153844,-0.3499,-17.992700729927005,-2.5,6.419354838709674,-2.3114224595504798,0.5677643628300215
102,1.475,0,0.2325,-1.12,0.35599999999999987,0.1,-1.58,-1.5101920456664955,0.11588785046728986,0.5,0.17152900708882407,-0.3333333333333333,2.009345794392523,1.5327102803738313,3.913043478260869,3.3464566929133843,1.6095,-0.35175879396984744,0.2722772277227703,-2.846889952153111,-0.20135141305125792,-0.641101056459326
103,-0.1,-1.35,1.835,0.1,-0.1039999999999992,-1.4,1.4575,0.5866539976403436,5.789583333333333,1,13.007724556291858,0.3333333333333333,-1.7708333333333328,1.6875,-0.9174311926605494,0.4222222222222216,0.5569000000000001,-5.259740259740258,0.3738317757009346,-2.3170731707317094,3.439088914585774,2.681145747868608
104,2.075,0.55,-0.2925,-1.55,0.532,0.9,-2.76,-1.5810545582772346,-1.275,-0.5,-1.5907369987082556,-0.3333333333333333,1.785714285714286,1.107142857142857,4.6842105263157885,2.6470588235294112,1.3028,1.208791208791209,-0.9016393442622972,-0.2849740932642497,-0.6472999055926767,-1.6833752096446002
105,-0.1,-1.325,2.095,0.53,-0.1899999999999995,-1.3,1.16,-0.299839217809882,1.4964912280701754,0.5,3.389879478561452,-0.6666666666666666,0.7894736842105268,1.8245614035087712,0.2904564315352687,1.1748633879781423,0.9280999999999999,-3.799999999999999,1.8376068376068355,-2.7272727272727293,0.9373774505092278,1.4807406984078604
106,2.05,0.5,-0.24,-1.52,0.5079999999999991,0.8,-2.73,-0.8870987621892975,0.9696969696969695,1,-1.7146971891616714,0,0.2525252525252533,1.4949494949494948,2.801556420233462,1.7763157894736858,1.2431,0.8502024291497978,-0.3600000000000003,-2.0270270270270263,1.3095064303000896,1.164414002968976
107,0.25,-1.025,1.91,0.58,-0.1590000000000007,-0.8,1.145,-0.3448536635362433,2.8267857142857147,1,5.805501417629566,-0.6666666666666666,-2.9464285714285716,2,0.04524886877828038,1.6279069767441845,1.4735,-5.145631067961167,1.7824074074074092,-3.423423423423424,0.32970971675589134,1.2449979983983983
108,2.05,0.5,0.11,-0.78,0.5540000000000003,1.4,-2.655,-1.582589729736309,-0.9666666666666666,0,-4.06060782852905,-0.3333333333333333,3.8235294117647056,1.117647058823529,4.444444444444446,3.0419580419580416,1.7464,0.8372093023255811,-0.1382488479262678,-0.4824561403508776,0.5241746962600242,-0.8768943743823394
109,-0.625,-1.725,2.73,1.37,-0.4499999999999993,-1.1,2.94,0.5515947753191333,3.4266666666666667,-0.5,9.692773129536079,-1,0.23809523809523866,2,-0.7224334600760463,0.5825242718446599,0.5287000000000001,-8.157894736842106,1.1673151750972766,-1.8679245283018853,1.7032930884900672,1.0827625302982193
110,1.525,0.075,0.6,-0.45,0.3379999999999992,0.6,-1.665,-0.9979636118997859,1.6609523809523807,2,3.433410318380209,-0.6666666666666666,-0.7142857142857146,1.619047619047619,1.2422360248447184,0.8854166666666652,1.3053000000000001,-0.016501650165015036,-1.273885350318471,-2.461300309597525,3.1659021245849495,0.7445626465380286
111,-1.85,-2.8,3.3075,1.6,-0.6989999999999998,-1.7,5.9,0.9101760286804534,3.5685950413223138,-1,-1.5797823839027214,-1.3333333333333333,-2.024793388429752,2,-5.920000000000001,-1.9543147208121825,-0.32,-11.866952789699571,-1.864754098360657,2.430830039525693,1.278820596099706,2.54983443527075
112,0,-1.2,2.3125,1.24,-0.2840000000000007,-0.6,1.48,-0.1854809774172469,2.206315789473684,-0.5,3.5772727860115427,-0.6666666666666666,-0.052631578947368494,1.684210526315789,-0.8888888888888902,1.3687150837988815,0.9344999999999999,-6.1190476190476195,2.8767123287671215,-2.168141592920354,0.5241746962600242,1.164414002968976
113,-1.5,-2.5,3.195,1.78,-0.6219999999999999,-1.2,4.01,1.5049884696106615,4.704672897196263,-0.5,3.351581810481408,-1,-4.345794392523365,2,-2.5874125874125875,-1.4864864864864868,0.06639999999999997,-11.148148148148147,0.2447552447552459,-2.655172413793103,-2.630683123147019,1.7823299831252681
114,1.45,0,1.01,0.46,0.30400000000000027,1.2,-1.61,-1.485700226610841,-0.9076923076923077,-0.5,-3.0983681480494014,1.3333333333333333,-0.48076923076923067,-1.75,4.154411764705883,2.083333333333335,1.9335,0.7142857142857162,-0.2264150943396226,-1.3868613138686126,2.0293863659264026,-1.3944487245360109
115,0.15,-1.1,2.085,1.14,-0.12400000000000055,0,1.325,1.9453511724235153,5.142056074766356,1.5,7.610819697010302,0.3333333333333333,-3.6915887850467293,1.8130841121495322,0.3284671532846728,0.8031088082901539,0.40709999999999996,-5.019305019305018,0.41198501872659055,-2.2363636363636363,1.970562748477139,2.0710678118654755
116,2.15,0.5,0.31,-0.46,0.7200000000000006,1.6,-2.9625,-1.710467519010463,-1.1981818181818182,0.5,-1.2129075406200331,1,0.36363636363636404,0.4545454545454547,4.127659574468083,1.888888888888891,1.2658,0.19911504424778848,0.6304347826086953,-3.008474576271185,0.620499351813308,-0.8768943743823394
117,1.5,0.05,1.1675,0.68,0.3539999999999992,1.5,-1.04,2.1276493712145093,4.45233644859813,1,4.232052469396703,0,-2.94392523364486,1.9065420560747668,1.9101123595505598,1.333333333333333,1.4175999999999997,-3.30078125,1.6730038022813698,-3.959107806691451,1.7332005306815113,0.7445626465380286
118,1.6,0.125,1.095,0.73,0.3829999999999991,1.6,-1.55,-0.2266213007314869,1.547107438016529,0,0.8499805723410591,-0.3333333333333333,2.6033057851239674,1.6694214876033058,1.6027874564459932,1.3020833333333348,1.9459,-2.1139705882352944,1.85053380782918,-4.273356401384083,2.3205080756887746,0.4772255750516612
119,-3.25,-3.95,4.835,2.7,-1.42,-1.6,7.305,-0.7958091495134153,1.1352380952380952,0.5,-5,-2,-3.476190476190476,0.9523809523809532,-7.397260273972601,-3.148148148148149,-0.26980000000000004,-19.057971014492754,1.917808219178081,4.866666666666668,-6.282202112918652,-0.8768943743823394
120,1.975,0.375,0.625,-0.04,0.6270000000000007,1.4,-2.53,-1.5075282496341287,-0.5523809523809524,0.5,0.03073407897597099,2,-1.952380952380952,-2.19047619047619,3.677685950413223,2.551020408163267,1.2850000000000001,0.6034482758620685,-0.4255319148936154,-2.2540983606557363,1.1864140562386467,-0.641101056459326
121,-1.6,-2.55,3.62,2.82,-0.9199999999999999,-0.6,5.1475,2.1029002293389887,5.50909090909091,0.5,-2.5116514013036957,-2,-2.181818181818182,2,-4.421052631578948,-2.5524475524475543,-0.04600000000000008,-13.258426966292136,0.5053191489361719,1.113989637305699,-0.8225531212421746,1.324555320336759
122,1.725,0.125,0.5425,-0.45,0.6129999999999995,0.7,-2.1475,-1.2643006395498522,0.16037735849056603,2,-0.8192059418711215,-1.6666666666666667,-3.018867924528302,1.905660377358491,3.092369477911645,1.8789808917197437,1.3649,-0.7708333333333339,1.6393442622950838,-4.199999999999999,1.0312195418813985,-0.41742430504416017
123,1.675,0.225,1.505,0.58,0.4280000000000008,1.4,-1.3825,2.5105611256313463,5.901818181818181,0,3.4434064955058767,-0.3333333333333333,-4.909090909090909,1.727272727272728,-1.1764705882352944,-0.7309941520467822,0.8953,-0.8880308880308885,-3.4888059701492535,-0.9124087591240881,1.763054614240211,1.5574385243020004
124,1,-0.4,1.61,1.2,0.14199999999999946,1.2,-0.625,1.0267696110458286,3.4824742268041233,1.5,6.235039932171378,-0.6666666666666666,-2.6288659793814437,2,0.5177993527508074,0.8536585365853666,1.7170999999999998,-3.7966101694915233,1.6666666666666652,-3.938906752411575,3.1659021245849495,2.280109889280518
125,1.9,0.25,-0.06,-1.36,0.8239999999999998,0.6,-2.65,-1.778931550458192,-1.1745454545454546,1,-1.7591156420875167,-1.6666666666666667,-0.9405940594059402,2,2.430769230769232,-0.10752688172043001,1.0463,0.7395498392282951,-0.96518987341772,-2.4233128834355844,3.3303027798233593,0
126,1.05,-0.35,1.72,1.14,0.22199999999999953,1.4,1,1.2926521290629893,4.965048543689321,-0.5,5.243826848986908,0,-3.932038834951457,1.7087378640776705,-0.914634146341462,-0.31818181818181746,0.5667,-1.7598684210526327,-3.691588785046731,0.060606060606058776,3.4661853126193876,2.3484692283495345
127,2.3,0.65,0.51,-0.16,0.8480000000000008,1.6,-2.965,-1.9735353564450497,-2,-2,-4.485282361744392,-1.3333333333333333,-4.245283018867925,-6.7735849056603765,5.5963302752293576,5.246913580246915,0.8231999999999999,-0.14423076923077094,0.7075471698113223,-0.8035714285714279,-4.091287885364286,-3.585786437626905
128,2.875,1.25,1.56,-0.03,0.8659999999999997,1.2,-3.265,-0.9820033682263651,0.3803921568627452,0,3.3538852615990273,1.6666666666666667,-3.3333333333333335,-0.15686274509803866,1.9805194805194803,0.542168674698793,1.5649000000000002,1.9897959183673475,-1.7880794701986735,-2.290322580645161,3.1107702762748346,1.4807406984078604
129,-0.95,-2,2.765,2.24,-0.5980000000000008,0.4,3.4,1.160355901343881,4.724369747899159,-0.5,1.151458753048516,-1,-4.327731092436975,1.9159663865546221,-1.4678899082568808,0.5279503105590067,0.14730000000000007,-6.0344827586206895,0.04672897196261516,-2.545454545454544,0.06651917331936374,2.937253933193772
130,1.6,0,0.695,-0.08,0.6820000000000004,1.2,-2.02,-1.2454703267403504,0.6060606060606062,1,-1.6493557329240511,0.3333333333333333,0.7575757575757578,1.0909090909090906,2.4918032786885247,1.5174129353233834,1.7043,-0.3741496598639449,0.9228187919463071,-2.557003257328989,2.6918060129541317,0.5677643628300215
131,-2.55,-3.2,4.545,3.1,-1.58,-0.8,5.93,1.438917017332759,5.376666666666667,1,-5,-2.3333333333333335,-4.333333333333334,2,-6.692913385826773,-1.0576923076923084,-0.03569999999999993,-16.764705882352942,1.1507936507936511,5.992366412213741,-3.4241630972097745,-0.41742430504416017
132,1.825,0.175,0.15,-0.87,0.8640000000000008,1.1,-2.3075,-1.003520644909643,0.269811320754717,0,-1.9009629396252348,-1,-2.547169811320755,1.6226415094339628,2.7857142857142847,1.0919540229885039,1.2521999999999998,-0.20446096654274992,0.32727272727272716,-3.1850533807829162,2.0587221092319794,-0.30958424017657027
133,0.9,-0.425,1.6675,1.1,0.15700000000000003,1.8,1.1075,1.415973374468723,4.843636363636364,0,7.287336941365489,-0.3333333333333333,-2.181818181818182,1.9090909090909094,-1.415384615384614,-1.0189573459715628,0.31050000000000005,-2.9016393442622945,-2.852664576802506,-0.7975460122699385,3.439088914585774,3.062257748298549
134,2,0.3,0.78,0.24,0.8680000000000003,1.6,-0.8475,2.671211368196902,6.069090909090908,-1.5,9.445110308359306,-1.3333333333333333,-4.818181818181818,2,1.3653136531365329,-0.0657894736842124,1.9478000000000002,-1.9230769230769251,0.45801526717557106,-4.632352941176472,1.8819430161341337,-0.2041684766872809
135,1.725,0.275,1.375,0.1,0.5619999999999994,2,-0.0075,-0.6240499866862783,1.2352941176470587,0,-0.274449214625537,-2,-2.1428571428571432,2,0.9904153354632594,0.13368983957219083,1.5328,-1.023489932885906,-1.4262295081967213,-3.6305732484076447,3.1107702762748346,2.1414284285428504
136,-0.65,-1.7,2.145,1.72,-0.5060000000000002,1,3.04,0.03475711410076286,4.151063829787234,0,7.518693042263591,0,-1.0638297872340423,2,-2.6523297491039433,0.023041474654377225,-0.11340000000000003,-7.5,1.0110294117647056,-1.04982206405694,2.0880074906350607,3.246211251235321
137,1.35,-0.3,0.9425,0.42,0.7119999999999997,1.4,-0.85,-1.2201342177670107,1.0652631578947367,1,3.4667807879099275,-0.6666666666666666,0.26315789473684176,1.3684210526315794,2.78688524590164,2.2455089820359264,2.4255000000000004,-0.9267241379310365,0.840336134453783,-3.0816326530612237,0.9373774505092278,-0.2041684766872809
138,-2.75,-3.4,4.35,3.12,-1.6720000000000006,-0.6,6.385,-0.049372356104782966,2.7104761904761907,0.5,-5,-2,3.666666666666667,2,-6.650246305418719,-1.644736842105261,-0.13520000000000004,-15.703125,0.7500000000000018,4.951923076923075,-0.4741609536660505,1.164414002968976
139,2.1,0.3,0.055,-0.78,1.1959999999999997,1.8,-2.495,-1.6174821978523497,-1.1207207207207206,-0.5,-2.0162558475209442,0.6666666666666666,2.9279279279279278,0.8288288288288286,4.129353233830844,3.421052631578947,1.3609000000000002,1.0209424083769614,-0.6185567010309256,-0.6930693069306937,-0.3371217013848202,-1
140,1.825,0.3,1.2525,0.46,0.5679999999999996,2,-1.425,1.7359226582350795,4.518260869565218,0,10.091859980417592,-0.6666666666666666,-4.565217391304348,1.826086956521739,0.5405405405405395,-0.6930693069306937,0.9231000000000001,-0.7324840764331197,-2.232415902140672,-1.976047904191618,3.6547581061776313,2.0710678118654755
141,-1.55,-2.45,3.0525,2.81,-1.0660000000000007,0.4,4.745,-0.8647884126801084,1.9847619047619047,1.5,-3.5132991209214235,-1.6666666666666667,4.142857142857143,1.8095238095238089,-4.136363636363636,-1.1290322580645151,0.29220000000000007,-11.941747572815533,1.2037037037037024,1.741071428571428,0.5884572681198961,1.2449979983983983
142,-1.65,-2.5,2.2275,1.77,-0.9819999999999993,0.9,4.4675,0.24454680473190252,3.8527272727272726,0.5,-2.3296315740173688,0.3333333333333333,1.3636363636363633,1.9090909090909094,-2.145593869731801,0.13513513513513598,-0.18070000000000003,-9.235537190082646,-0.33073929961089377,0.530303030303032,1.6132477258361497,2.54983443527075
